customerID,Contract,InternetService,PaymentMethod,tenure,tenure_band,MonthlyCharges,TotalCharges,addon_count,churned,churn_probability,decile
4419-UJMUS,Two year,Fiber optic,Electronic check,69,48-72m,99.35,6856.45,3,0,0.08182808474918936,7
7794-JASDG,Month-to-month,DSL,Mailed check,1,0-6m,50.75,50.75,1,0,0.3084731120505086,4
7609-YBPXG,Two year,DSL,Bank transfer (automatic),54,48-72m,87.1,4735.2,5,0,0.021882226233326384,9
5519-TEEUH,One year,No,Mailed check,33,24-48m,20.15,682.15,0,0,0.03923034221622612,8
7856-GANIL,One year,Fiber optic,Bank transfer (automatic),45,24-48m,98.7,4525.8,4,0,0.19324917932377764,5
0804-XBFBV,Month-to-month,DSL,Electronic check,11,6-12m,25.2,321.05,0,0,0.4173106709866764,3
2676-OXPPQ,Month-to-month,DSL,Bank transfer (automatic),6,6-12m,55.7,335.65,2,0,0.25811052206264673,5
3703-TTEPD,Month-to-month,DSL,Bank transfer (automatic),21,12-24m,65.35,1424.4,3,0,0.17908491016816522,5
2799-TSLAG,Two year,No,Bank transfer (automatic),65,48-72m,25.3,1748.55,0,0,0.009465693175193588,10
0196-VULGZ,Month-to-month,Fiber optic,Electronic check,6,6-12m,84.35,474.9,1,1,0.8033016284275467,1
8837-VVWLQ,Month-to-month,Fiber optic,Electronic check,8,6-12m,84.95,668.4,2,1,0.5635935319629694,2
2696-NARTR,Month-to-month,Fiber optic,Electronic check,11,6-12m,73.85,926.25,1,1,0.5554539919592445,2
2208-NKVVH,Two year,No,Mailed check,43,24-48m,24.25,1077.95,0,0,0.014267016965534887,10
7614-QVWQL,One year,DSL,Bank transfer (automatic),49,48-72m,51.8,2541.25,3,1,0.11342485361279064,7
1976-CFOCS,Month-to-month,DSL,Electronic check,1,0-6m,46.0,46.0,0,1,0.4469898438174067,3
4631-OACRM,Month-to-month,Fiber optic,Electronic check,15,12-24m,79.4,1156.1,1,1,0.7088432526153929,1
7139-JZFVG,Two year,DSL,Bank transfer (automatic),60,48-72m,60.5,3694.45,3,0,0.008522500987655179,10
4987-GQWPO,Month-to-month,DSL,Credit card (automatic),17,12-24m,25.1,382.8,0,0,0.3099324637374011,4
3755-JBMNH,Month-to-month,Fiber optic,Bank transfer (automatic),16,12-24m,71.8,1167.8,0,1,0.5112858307307468,3
1757-TCATG,One year,No,Bank transfer (automatic),35,24-48m,20.05,746.75,0,0,0.024610210161702086,9
6345-ULYRW,One year,Fiber optic,Mailed check,44,24-48m,88.4,3912.9,2,1,0.1932022806801797,5
4776-XSKYQ,One year,DSL,Credit card (automatic),12,12-24m,30.25,368.85,1,0,0.12758269942076214,6
8048-DSDFQ,Month-to-month,No,Mailed check,1,0-6m,20.2,20.2,0,0,0.16602774090742256,6
5753-QQWPW,One year,DSL,Electronic check,28,24-48m,59.9,1654.7,3,0,0.08273410726388306,7
6010-DDPPW,Two year,No,Bank transfer (automatic),70,48-72m,25.15,1940.85,0,0,0.006596060877318066,10
1809-DMJHQ,Month-to-month,DSL,Mailed check,5,0-6m,46.0,221.7,0,1,0.2543335875197936,5
6693-FRIRW,Month-to-month,Fiber optic,Credit card (automatic),18,12-24m,101.3,1794.65,4,0,0.49259974412975516,3
6586-MYGKD,Two year,DSL,Credit card (automatic),70,48-72m,76.95,5289.8,4,0,0.019892452382220874,9
3173-NVMPX,Month-to-month,DSL,Mailed check,9,6-12m,55.3,501.2,1,0,0.3273710133410143,4
0248-PGHBZ,Two year,Fiber optic,Bank transfer (automatic),67,48-72m,92.45,6140.85,4,0,0.036136707560417536,8
0623-GDISB,Month-to-month,DSL,Bank transfer (automatic),1,0-6m,48.45,48.45,1,0,0.3214498261390949,4
2892-GESUL,Two year,No,Mailed check,18,12-24m,19.35,309.25,0,0,0.024481909768766994,9
6923-EFPNL,Month-to-month,DSL,Credit card (automatic),4,0-6m,51.75,201.1,0,1,0.3547114262132273,4
7472-EQOAV,One year,Fiber optic,Bank transfer (automatic),71,48-72m,86.7,6179.35,3,0,0.04182507285997875,8
9574-RKJIF,Month-to-month,Fiber optic,Electronic check,30,24-48m,94.4,2838.7,3,1,0.46395319748169395,3
2043-WVTQJ,Month-to-month,DSL,Mailed check,1,0-6m,55.7,55.7,2,0,0.2226680851674039,5
8034-RYTVV,One year,Fiber optic,Credit card (automatic),55,48-72m,84.25,4589.85,2,0,0.10603882501848776,7
3863-QSTYI,Month-to-month,DSL,Electronic check,59,48-72m,64.65,3735.45,3,0,0.11979810426542284,6
2619-WFQWU,Month-to-month,Fiber optic,Mailed check,1,0-6m,70.15,70.15,0,1,0.6092253631025194,2
5044-LRQAQ,Month-to-month,Fiber optic,Bank transfer (automatic),7,6-12m,69.2,477.55,0,0,0.5484980183243902,2
1716-LSAMB,Two year,DSL,Bank transfer (automatic),45,24-48m,54.65,2553.7,2,0,0.011217880788181872,10
1333-PBMXB,One year,No,Bank transfer (automatic),54,48-72m,24.75,1342.15,0,0,0.02466489861382519,9
6546-OPBBH,One year,No,Mailed check,51,48-72m,23.95,1216.35,0,0,0.0276087309810206,9
5985-BEHZK,One year,Fiber optic,Credit card (automatic),72,72m+,105.0,7578.05,4,0,0.10970112506625387,7
9127-QRZMH,One year,DSL,Bank transfer (automatic),44,24-48m,59.85,2603.95,3,0,0.030649650712133138,9
5919-VCZYM,Month-to-month,No,Mailed check,2,0-6m,20.05,42.7,0,0,0.16191296261676044,6
9644-KVCNC,One year,Fiber optic,Bank transfer (automatic),66,48-72m,92.15,6056.9,2,0,0.12815926262348507,6
2137-DQMEV,One year,DSL,Mailed check,68,48-72m,44.8,2983.65,3,0,0.02649072068422976,9
8174-LNWMW,Two year,No,Credit card (automatic),31,24-48m,20.9,689.35,0,0,0.01961877982418804,9
9279-CJEOJ,Month-to-month,Fiber optic,Bank transfer (automatic),21,12-24m,95.4,2025.1,2,0,0.6960367741090313,1
7964-VEXDG,Month-to-month,Fiber optic,Electronic check,21,12-24m,80.35,1747.2,1,0,0.4104882971448247,3
2404-JIBFC,Two year,DSL,Bank transfer (automatic),55,48-72m,85.1,4657.95,5,0,0.025067318757019702,9
0778-NELLA,Month-to-month,DSL,Credit card (automatic),9,6-12m,34.7,296.1,1,1,0.5341631995244718,3
8029-XYPWT,Two year,Fiber optic,Bank transfer (automatic),71,48-72m,115.05,8016.6,6,0,0.04525476341630599,8
4614-NUVZD,Month-to-month,Fiber optic,Electronic check,1,0-6m,81.1,81.1,1,1,0.7509047869292859,1
4632-PAOYU,One year,No,Mailed check,22,12-24m,19.95,433.5,0,0,0.037529613741473046,8
3803-KMQFW,Month-to-month,No,Mailed check,1,0-6m,20.55,20.55,0,1,0.13657260665423696,6
6804-GDMOI,Two year,Fiber optic,Electronic check,61,48-72m,106.6,6428.4,4,1,0.11872377591235438,6
2990-OGYTD,Two year,DSL,Bank transfer (automatic),67,48-72m,86.15,5883.85,5,0,0.017796666417533854,9
6646-JPPHA,Month-to-month,Fiber optic,Electronic check,14,12-24m,78.85,1043.8,2,0,0.4745744179385013,3
9572-MTILT,Month-to-month,Fiber optic,Electronic check,59,48-72m,106.75,6252.9,5,1,0.1961541350977306,5
7658-UYUQS,Month-to-month,Fiber optic,Bank transfer (automatic),21,12-24m,86.55,1857.25,2,0,0.4567102868543548,3
7880-XSOJX,Month-to-month,DSL,Mailed check,4,0-6m,42.4,146.4,3,0,0.22214599065730106,5
9611-CTWIH,Month-to-month,Fiber optic,Electronic check,3,0-6m,89.45,240.45,2,1,0.8003618644758467,1
4589-IUAJB,Two year,No,Bank transfer (automatic),70,48-72m,24.25,1724.15,0,0,0.006740253540926025,10
0329-GTIAJ,Month-to-month,Fiber optic,Electronic check,3,0-6m,97.9,315.3,4,1,0.7277321513645973,1
8746-BFOAJ,One year,No,Bank transfer (automatic),21,12-24m,20.5,429.55,0,0,0.058320055565887395,8
8457-XIGKN,Month-to-month,No,Credit card (automatic),20,12-24m,19.6,356.15,0,0,0.13401502356622721,6
6072-NUQCB,One year,No,Bank transfer (automatic),22,12-24m,20.25,488.25,0,0,0.0374307342888506,8
6629-CZTTH,Month-to-month,DSL,Mailed check,1,0-6m,55.7,55.7,1,1,0.4502781704860027,3
8838-GPHZP,Two year,No,Mailed check,63,48-72m,20.6,1298.7,0,0,0.009360591838353048,10
8750-QWZAJ,Two year,No,Bank transfer (automatic),70,48-72m,19.8,1378.75,0,0,0.0043164241489394755,10
5364-EVNIB,Month-to-month,Fiber optic,Electronic check,13,12-24m,79.8,973.45,2,1,0.5939193121627241,2
6918-UMQCG,Month-to-month,Fiber optic,Electronic check,5,0-6m,80.2,384.25,1,0,0.6715822790688116,1
0675-NCDYU,Two year,Fiber optic,Credit card (automatic),72,72m+,116.4,8543.25,6,0,0.030597938726479697,9
6339-DKLMK,Month-to-month,DSL,Electronic check,13,12-24m,31.65,389.95,1,0,0.49255135430486446,3
1346-PJWTK,Month-to-month,Fiber optic,Credit card (automatic),61,48-72m,94.15,5731.85,4,0,0.10258646815339521,7
5088-QZLRL,Month-to-month,No,Electronic check,1,0-6m,20.65,20.65,0,0,0.23426636638260567,5
8023-QHAIO,Month-to-month,Fiber optic,Bank transfer (automatic),56,48-72m,76.85,4275.75,1,0,0.22278853157241044,5
4397-FRLTA,Month-to-month,No,Mailed check,4,0-6m,20.15,84.5,0,0,0.152674826600144,6
3057-VJJQE,Two year,DSL,Mailed check,35,24-48m,55.25,1924.1,1,0,0.035750240758118314,8
5087-SUURX,Month-to-month,DSL,Electronic check,18,12-24m,39.05,669.85,2,1,0.541214455304728,2
2302-OUZXB,Two year,DSL,Bank transfer (automatic),72,72m+,82.15,5784.3,4,0,0.020911091834202054,9
8133-ANHHJ,One year,Fiber optic,Bank transfer (automatic),49,48-72m,103.0,5166.2,5,0,0.09509445785601466,7
2270-CHBFN,Month-to-month,Fiber optic,Credit card (automatic),44,24-48m,95.1,4060.55,4,0,0.16909966508839736,6
0013-EXCHZ,Month-to-month,Fiber optic,Mailed check,3,0-6m,83.9,267.4,2,1,0.6233550223745079,2
5982-FPVQN,Month-to-month,Fiber optic,Electronic check,37,24-48m,95.15,3532.85,3,0,0.46824803366734863,3
9107-UKCKY,One year,DSL,Electronic check,61,48-72m,79.8,4914.8,4,0,0.11429197073764621,7
4654-ULTTN,Two year,DSL,Credit card (automatic),70,48-72m,74.8,5315.8,4,0,0.013362530221470511,10
5550-VFRLC,Month-to-month,Fiber optic,Electronic check,1,0-6m,69.85,69.85,0,1,0.7517788617992138,1
5546-BYZSM,Month-to-month,No,Electronic check,41,24-48m,20.45,775.6,0,0,0.07409778772610813,7
1492-KGETH,One year,DSL,Bank transfer (automatic),70,48-72m,78.35,5445.95,5,0,0.013681946438506759,10
4929-BSTRX,Month-to-month,DSL,Mailed check,1,0-6m,53.55,53.55,1,1,0.48079509225914097,3
4163-HFTUK,One year,No,Electronic check,51,48-72m,19.1,1007.8,0,0,0.028265150444438482,9
8215-NGSPE,Two year,No,Mailed check,42,24-48m,20.0,833.55,0,0,0.010897504353584858,10
2225-ZRGSG,Two year,Fiber optic,Bank transfer (automatic),70,48-72m,93.9,6579.05,4,1,0.014054414393535511,10
8859-YSTWS,One year,No,Bank transfer (automatic),48,48-72m,19.95,1004.5,0,0,0.019974649009267396,9
5271-YNWVR,Two year,Fiber optic,Electronic check,68,48-72m,113.15,7856.0,6,1,0.05578104336679149,8
7601-DHFWZ,Two year,No,Credit card (automatic),48,48-72m,24.0,1183.05,0,0,0.015532810568754574,9
2657-ALMWY,Month-to-month,Fiber optic,Electronic check,26,24-48m,84.95,2169.75,2,1,0.49982191987273955,3
6330-JKLPC,Month-to-month,Fiber optic,Bank transfer (automatic),11,6-12m,80.5,896.9,1,1,0.5574618803968528,2
4667-OHGKG,Month-to-month,No,Mailed check,1,0-6m,19.3,19.3,0,1,0.22333901939187445,5
1998-VHJHK,One year,No,Mailed check,27,24-48m,19.15,501.35,0,0,0.0402442990421676,8
1707-HABPF,One year,Fiber optic,Bank transfer (automatic),46,24-48m,91.3,4126.35,3,0,0.20069290108983412,5
1660-HSOOQ,Month-to-month,DSL,Mailed check,1,0-6m,49.65,49.65,1,1,0.3919666536876555,3
7253-UVNDW,Two year,DSL,Credit card (automatic),46,24-48m,54.35,2460.15,2,1,0.019459069866937347,9
0487-VVUVK,Month-to-month,No,Mailed check,25,24-48m,19.15,477.6,0,0,0.09349116523641277,7
7228-OMTPN,Month-to-month,Fiber optic,Electronic check,4,0-6m,88.45,370.65,2,1,0.7988464794790219,1
5063-IUOKK,Two year,No,Mailed check,13,12-24m,19.75,265.75,0,0,0.03540220393708733,8
4508-OEBEY,One year,DSL,Credit card (automatic),31,24-48m,75.5,2424.45,5,0,0.05780182496078544,8
0027-KWYKW,Month-to-month,Fiber optic,Electronic check,23,12-24m,83.75,1849.95,1,0,0.6358848658293748,2
2308-STERM,Month-to-month,No,Mailed check,2,0-6m,19.4,61.05,0,0,0.16405786293235206,6
5982-XMDEX,Two year,No,Bank transfer (automatic),65,48-72m,26.5,1698.55,0,0,0.008130111179032867,10
6284-AHOOQ,Month-to-month,Fiber optic,Bank transfer (automatic),22,12-24m,90.5,1910.6,2,1,0.5482878875010243,2
6051-PTVNS,One year,No,Credit card (automatic),55,48-72m,19.15,998.1,0,0,0.013276248287753561,10
2344-JMOGN,Month-to-month,Fiber optic,Mailed check,9,6-12m,94.85,890.6,4,1,0.48839468466476366,3
3799-ISUZQ,Month-to-month,Fiber optic,Bank transfer (automatic),7,6-12m,69.95,529.5,0,1,0.5074974385316398,3
2877-VDUER,One year,DSL,Mailed check,35,24-48m,40.9,1383.6,2,0,0.08117241194809892,7
9152-AMKAK,Two year,DSL,Mailed check,6,6-12m,80.25,493.4,5,0,0.11035906478652784,7
1794-HBQTJ,Month-to-month,DSL,Credit card (automatic),1,0-6m,48.6,48.6,1,1,0.3255611866939246,4
9432-VOFYX,Month-to-month,Fiber optic,Electronic check,17,12-24m,70.8,1207.0,0,0,0.5818934485172084,2
8049-WJCLQ,Month-to-month,DSL,Mailed check,10,6-12m,60.2,563.5,2,0,0.26694426419672157,5
6586-PSJOX,One year,DSL,Credit card (automatic),15,12-24m,55.2,864.55,2,0,0.07914414098960917,7
2460-FPSYH,Month-to-month,DSL,Electronic check,40,24-48m,55.8,2109.35,4,1,0.3747664281505166,4
9705-ZJBCG,One year,DSL,Bank transfer (automatic),13,12-24m,54.15,701.05,2,0,0.05730066099707735,8
4818-DRBQT,Month-to-month,Fiber optic,Bank transfer (automatic),29,24-48m,80.15,2265.25,1,1,0.4094361801533296,3
1320-HTRDR,Month-to-month,Fiber optic,Electronic check,3,0-6m,75.5,220.6,0,1,0.7497326555500979,1
6847-KJLTS,Month-to-month,Fiber optic,Bank transfer (automatic),58,48-72m,100.4,5749.8,3,0,0.2997797428677079,4
9670-BPNXF,One year,DSL,Credit card (automatic),45,24-48m,62.55,2796.45,3,0,0.030606015147458747,9
3913-FCUUW,Two year,DSL,Bank transfer (automatic),72,72m+,70.45,5165.7,4,0,0.007527778593951734,10
3301-VKTGC,One year,Fiber optic,Bank transfer (automatic),68,48-72m,85.5,5696.6,2,0,0.05183828693182646,8
1493-AMTIE,Month-to-month,No,Bank transfer (automatic),1,0-6m,20.2,20.2,0,1,0.22036040518328645,5
9555-SAHUZ,Month-to-month,DSL,Electronic check,38,24-48m,54.5,2076.05,2,0,0.0966575834263565,7
0816-TSPHQ,Month-to-month,No,Mailed check,2,0-6m,20.75,44.2,0,0,0.15962843360028534,6
9932-WBWIK,Month-to-month,No,Mailed check,11,6-12m,20.35,215.25,0,0,0.12410319058830101,6
4619-EVPHY,One year,Fiber optic,Bank transfer (automatic),20,12-24m,91.0,1859.5,2,0,0.44422286762345664,3
5286-YHCVC,Two year,Fiber optic,Bank transfer (automatic),72,72m+,104.8,7470.1,4,0,0.07100024496003143,7
6424-ELEYH,Month-to-month,Fiber optic,Credit card (automatic),3,0-6m,74.75,229.5,0,1,0.6517255397660059,2
4391-RESHN,Month-to-month,Fiber optic,Mailed check,23,12-24m,104.05,2470.1,4,1,0.5481334570933035,2
9115-YQHGA,Month-to-month,DSL,Electronic check,40,24-48m,51.1,2092.9,1,0,0.15715611693850548,6
4462-CYWMH,Month-to-month,Fiber optic,Bank transfer (automatic),62,48-72m,89.8,5629.55,2,0,0.26696263185374225,5
8963-MQVYN,Month-to-month,No,Electronic check,22,12-24m,20.55,469.85,0,0,0.15590299352683287,6
2458-EOMRE,Month-to-month,DSL,Bank transfer (automatic),11,6-12m,64.05,733.95,3,0,0.22699881089073706,5
9334-GWGOW,Month-to-month,Fiber optic,Electronic check,7,6-12m,74.85,485.25,0,0,0.7538972537097735,1
6821-BUXUX,Month-to-month,Fiber optic,Electronic check,13,12-24m,96.65,1244.5,3,1,0.6444343965345428,2
5028-HTLJB,Month-to-month,No,Mailed check,1,0-6m,20.05,20.05,0,1,0.19874393323405515,5
9801-GDWGV,Month-to-month,Fiber optic,Electronic check,39,24-48m,103.45,3994.45,4,1,0.5940386347433371,2
6542-LWGXJ,Month-to-month,DSL,Mailed check,3,0-6m,25.0,78.25,0,0,0.3943716562817094,3
5567-GZKQY,Two year,No,Credit card (automatic),58,48-72m,20.3,1131.5,0,0,0.008119079003185195,10
1222-LRYKO,Month-to-month,No,Mailed check,6,6-12m,26.35,184.05,0,0,0.15866031332787073,6
2320-JRSDE,Month-to-month,No,Electronic check,1,0-6m,19.9,19.9,0,1,0.2608001783994085,5
2087-QAREY,Month-to-month,DSL,Mailed check,22,12-24m,54.7,1178.75,2,0,0.21283132491277493,5
0601-WZHJF,Month-to-month,DSL,Electronic check,14,12-24m,46.35,667.7,2,1,0.5406910653370834,2
4423-JWZJN,One year,Fiber optic,Credit card (automatic),64,48-72m,90.25,5629.15,2,0,0.08167118509042207,7
5143-WMWOG,Month-to-month,No,Electronic check,1,0-6m,19.95,19.95,0,1,0.2373174286185956,5
6490-FGZAT,Month-to-month,No,Mailed check,6,6-12m,20.65,109.3,0,0,0.1426856213385295,6
5393-RXQSZ,Month-to-month,Fiber optic,Electronic check,1,0-6m,79.6,79.6,1,1,0.6886391712911838,1
7452-FOLON,One year,No,Bank transfer (automatic),39,24-48m,25.45,958.45,0,0,0.03045636137340241,9
2320-TZRRH,One year,No,Mailed check,20,12-24m,19.5,403.15,0,0,0.04998980393064489,8
0231-LXVAP,Month-to-month,Fiber optic,Electronic check,1,0-6m,75.9,75.9,1,1,0.6247141399335351,2
9444-JTXHZ,Month-to-month,Fiber optic,Electronic check,1,0-6m,76.2,76.2,1,1,0.6023068359105553,2
4942-VZZOM,One year,DSL,Credit card (automatic),64,48-72m,66.15,4392.5,2,0,0.043429032291050725,8
5510-BOIUJ,Month-to-month,No,Mailed check,1,0-6m,19.25,19.25,0,1,0.14962618976902453,6
7502-BNYGS,Month-to-month,DSL,Credit card (automatic),46,24-48m,69.1,3168.0,3,0,0.18293214067304647,5
4291-HYEBC,One year,DSL,Electronic check,28,24-48m,39.1,1096.6,2,0,0.27998251783094164,4
6147-CBCRA,Month-to-month,No,Mailed check,33,24-48m,20.05,669.45,0,0,0.05940328867713976,8
6047-SUHPR,One year,DSL,Electronic check,39,24-48m,59.8,2343.85,3,0,0.04710222658443906,8
4471-KXAUH,Month-to-month,Fiber optic,Electronic check,42,24-48m,84.3,3588.4,2,1,0.345017240039286,4
9752-ZNQUT,Month-to-month,DSL,Electronic check,1,0-6m,48.6,48.6,1,0,0.49098942826487413,3
7638-QVMVY,Month-to-month,Fiber optic,Electronic check,7,6-12m,79.0,522.95,1,1,0.7355656600385834,1
1576-PFZIW,Two year,Fiber optic,Credit card (automatic),70,48-72m,105.35,7511.9,5,0,0.03634194690200091,8
5666-MBJPT,Two year,No,Bank transfer (automatic),65,48-72m,25.1,1725.0,0,0,0.011841993098190819,10
7312-XSBAT,Month-to-month,DSL,Electronic check,1,0-6m,49.75,49.75,1,0,0.334369995202391,4
3096-GKWEB,Month-to-month,Fiber optic,Electronic check,18,12-24m,94.75,1691.9,2,0,0.7483573343951878,1
2371-JQHZZ,Month-to-month,Fiber optic,Electronic check,24,24-48m,93.0,2248.05,2,0,0.7171410967373826,1
0674-GCDXG,Two year,DSL,Bank transfer (automatic),63,48-72m,71.9,4479.2,4,0,0.019011435403106132,9
1121-QSIVB,One year,DSL,Mailed check,44,24-48m,77.55,3471.1,3,0,0.11598365974383568,6
4396-KLSEH,Month-to-month,No,Electronic check,4,0-6m,19.85,63.0,0,0,0.2849577573348212,4
3244-DCJWY,Month-to-month,Fiber optic,Electronic check,1,0-6m,70.25,70.25,0,1,0.7072764662356348,1
2824-MYYBN,Month-to-month,Fiber optic,Electronic check,37,24-48m,95.25,3314.15,2,0,0.5724928872766925,2
0875-CABNR,Month-to-month,Fiber optic,Credit card (automatic),10,6-12m,84.6,865.55,2,1,0.6494102820470267,2
6345-HOVES,Month-to-month,DSL,Bank transfer (automatic),34,24-48m,25.05,852.7,0,0,0.25967423018957436,5
8318-LCNBW,One year,DSL,Credit card (automatic),35,24-48m,53.15,1930.9,4,0,0.12177577494506556,6
6469-QJKZW,Month-to-month,No,Electronic check,4,0-6m,20.15,91.4,0,0,0.20614985670764902,5
0147-ESWWR,Month-to-month,Fiber optic,Electronic check,39,24-48m,101.25,3949.15,3,0,0.551419528711436,2
1217-VASWC,One year,Fiber optic,Bank transfer (automatic),43,24-48m,100.55,4304.0,4,0,0.25046199243411216,5
7812-FZHPE,Month-to-month,No,Mailed check,17,12-24m,24.1,409.9,0,1,0.11314773449976688,7
6370-ZVHDV,Two year,No,Bank transfer (automatic),61,48-72m,25.3,1554.9,0,0,0.008876094387673374,10
5915-DGNVC,One year,DSL,Electronic check,49,48-72m,71.8,3472.05,4,0,0.06949537044874303,7
6260-XLACS,One year,No,Mailed check,4,0-6m,19.7,117.8,0,0,0.08232613963086018,7
3566-CAAYU,Two year,DSL,Electronic check,64,48-72m,49.85,3210.35,4,0,0.02398889626947982,9
4983-CCWMC,Month-to-month,Fiber optic,Mailed check,3,0-6m,69.6,207.4,0,0,0.5962992875531539,2
9103-CXVOK,Month-to-month,No,Electronic check,1,0-6m,19.75,19.75,0,0,0.2003437110544078,5
2896-TBNBE,One year,Fiber optic,Electronic check,40,24-48m,80.8,3132.75,2,0,0.1568650612297567,6
4797-AXPXK,Month-to-month,DSL,Electronic check,1,0-6m,60.0,60.0,3,1,0.28131566677088116,4
5229-PRWKT,Month-to-month,Fiber optic,Electronic check,8,6-12m,86.55,649.65,1,1,0.7586640553907732,1
6982-UQZLY,Month-to-month,No,Mailed check,1,0-6m,20.85,20.85,0,1,0.24183887225643472,5
2522-WLNSF,One year,DSL,Bank transfer (automatic),34,24-48m,64.2,2106.3,3,0,0.07646406874007838,7
3841-CONLJ,Month-to-month,DSL,Electronic check,1,0-6m,35.0,35.0,1,0,0.5794912914916385,2
5057-LCOUI,Month-to-month,DSL,Electronic check,39,24-48m,50.75,2011.4,3,1,0.43399396096553355,3
0193-ESZXP,One year,Fiber optic,Credit card (automatic),58,48-72m,105.5,6205.5,5,1,0.09315657125596886,7
4475-NVTLU,Two year,No,Electronic check,45,24-48m,19.2,903.7,0,0,0.01553050628561259,9
4369-HTUIF,Month-to-month,Fiber optic,Bank transfer (automatic),6,6-12m,85.15,503.6,2,1,0.6093046901465734,2
9386-LDCZR,One year,Fiber optic,Credit card (automatic),43,24-48m,90.65,3882.3,4,0,0.07633589727090402,7
9585-KKMFD,Two year,No,Mailed check,41,24-48m,20.0,879.8,0,0,0.01584926570927151,9
5399-ZIMKF,Month-to-month,Fiber optic,Electronic check,5,0-6m,74.65,383.65,1,0,0.66286373910021,2
0336-KXKFK,Two year,DSL,Credit card (automatic),72,72m+,61.2,4390.25,5,0,0.021457439755620696,9
5619-XZZKR,One year,No,Mailed check,4,0-6m,19.95,68.2,0,0,0.08187043175742881,7
3948-FVVRP,Month-to-month,DSL,Mailed check,9,6-12m,54.8,452.8,2,0,0.15457436431052082,6
5327-XOKKY,Two year,DSL,Credit card (automatic),72,72m+,73.45,5329.0,3,0,0.04368120232113348,8
0983-TATYJ,One year,DSL,Mailed check,33,24-48m,51.45,1758.9,1,0,0.06438182568293382,7
1813-JYWTO,Two year,Fiber optic,Bank transfer (automatic),72,72m+,80.45,5737.6,1,0,0.02313543489504497,9
0156-FVPTA,Month-to-month,DSL,Electronic check,22,12-24m,54.2,1152.7,2,1,0.18728874221293834,5
1984-FCOWB,One year,Fiber optic,Electronic check,70,48-72m,109.5,7674.55,5,1,0.1384835985347589,6
0654-HMSHN,Month-to-month,Fiber optic,Electronic check,21,12-24m,104.4,2157.95,4,1,0.597686084750719,2
6719-OXYBR,Month-to-month,Fiber optic,Electronic check,15,12-24m,85.3,1219.85,2,0,0.5874361848860457,2
3312-ZWLGF,Month-to-month,Fiber optic,Electronic check,29,24-48m,79.3,2414.55,1,0,0.5089320489647576,3
6476-YHMGA,Month-to-month,DSL,Bank transfer (automatic),15,12-24m,76.5,1155.6,5,0,0.2166171505544179,5
5287-QWLKY,Month-to-month,Fiber optic,Credit card (automatic),71,48-72m,105.1,7548.1,4,1,0.18295996774258744,5
0795-XCCTE,Two year,No,Bank transfer (automatic),72,72m+,25.4,1809.35,0,0,0.008189503158668822,10
0168-XZKBB,Month-to-month,Fiber optic,Electronic check,19,12-24m,86.85,1564.4,1,0,0.6821383568648385,1
3785-NRHYR,Month-to-month,No,Mailed check,1,0-6m,19.65,19.65,0,0,0.1678780305982579,6
5196-SGOAK,Month-to-month,Fiber optic,Electronic check,1,0-6m,75.7,75.7,1,1,0.6868144552817128,1
4537-DKTAL,Month-to-month,DSL,Electronic check,2,0-6m,45.55,84.4,0,0,0.4069029617538099,3
7072-MBHEV,Month-to-month,Fiber optic,Credit card (automatic),11,6-12m,78.1,864.85,1,0,0.6092273343287529,2
5602-BVFMK,One year,No,Mailed check,12,12-24m,19.3,228.75,0,0,0.06472779972582933,7
6297-NOOPG,Two year,Fiber optic,Electronic check,70,48-72m,110.5,7752.05,5,0,0.08003362100407475,7
1891-UAWWU,Month-to-month,Fiber optic,Electronic check,20,12-24m,90.8,1951.0,2,1,0.6462433111183716,2
8204-TIFGJ,Month-to-month,No,Bank transfer (automatic),23,12-24m,20.3,470.6,0,0,0.11855338467267251,6
8050-DVOJX,Two year,DSL,Credit card (automatic),49,48-72m,81.35,4060.9,5,0,0.02245680757014427,9
6108-OQZDQ,Month-to-month,Fiber optic,Electronic check,4,0-6m,97.95,384.5,3,1,0.7976944773122456,1
0363-QJVFX,Month-to-month,Fiber optic,Credit card (automatic),32,24-48m,108.15,3432.9,5,1,0.380216639115396,4
8903-XEBGX,Month-to-month,DSL,Electronic check,2,0-6m,55.3,108.65,1,0,0.5176344673842345,3
8169-SAEJD,Two year,DSL,Credit card (automatic),69,48-72m,56.55,3952.65,4,0,0.02562111767104742,9
9840-DVNDC,Month-to-month,Fiber optic,Credit card (automatic),6,6-12m,80.5,463.05,1,1,0.6472071499819505,2
1089-XZWHH,Two year,No,Mailed check,24,24-48m,19.7,494.05,0,0,0.027938456280770668,9
2325-WINES,One year,Fiber optic,Credit card (automatic),32,24-48m,104.05,3416.85,4,0,0.3728072221734347,4
6064-ZATLR,Two year,DSL,Bank transfer (automatic),27,24-48m,52.85,1498.65,2,0,0.03430926901026421,8
3096-JRDSO,Month-to-month,Fiber optic,Bank transfer (automatic),27,24-48m,104.3,2867.75,4,1,0.46420909548905404,3
7824-PANSQ,Month-to-month,Fiber optic,Bank transfer (automatic),58,48-72m,80.65,4807.35,1,0,0.1305796208482148,6
8042-JVNFH,Month-to-month,Fiber optic,Mailed check,1,0-6m,71.35,71.35,0,1,0.6022934776233466,2
9648-BCHKM,Two year,No,Credit card (automatic),18,12-24m,24.65,471.35,0,0,0.046042034600552326,8
